id_proveedor,nombre,tipo,ciudad,reclamos_asociados,monto_promedio_reclamado,porcentaje_casos_observados,antiguedad_anios,en_lista_restrictiva,activo
PROV-0058,Mecánica Express #058,Taller mecánico,Machala,18,2708.882299764328,13.646216260953704,9.507185032509065,0,1
PROV-0050,Clínica Santa María #050,Hospital,Ibarra,20,2280.727028347065,15.671384224130284,2.0795628843341776,0,1
PROV-0125,Mecánica Veloz #125,Taller mecánico,Guayaquil,10,4040.589358195757,0.040586290684763604,8.86021151663215,0,1
PROV-0088,Hospital Los Andes #088,Hospital,Manta,16,5209.708105126407,10.059608355830566,2.1875907111521604,0,1
PROV-0055,Taller San Andrés #055,Taller mecánico,Riobamba,15,1530.848231608579,12.783137241315801,7.313045525105417,0,1
PROV-0047,Centro Médico Integral #047,Clínica,Ambato,4,806.6437627864352,1.4567109997454217,18.458829510234562,0,1
PROV-0158,Centro Médico Integral #158,Clínica,Cuenca,8,5110.666394301383,7.6062094890590455,17.43712809342327,0,1
PROV-0149,Reparaciones Rápidas #149,Taller mecánico,Ibarra,6,4436.801941224866,14.25414425436108,3.993383382238539,0,1
PROV-0005,AutoPro Service #005,Taller mecánico,Ibarra,66,9707.953346187589,70.89390922791401,2.0223085338233386,1,1
PROV-0093,AutoPro Service #093,Taller mecánico,Manta,7,1822.0009725348618,7.542291746742618,16.394241098504025,0,1
PROV-0131,Gestoría Legal Express #131,Abogado / gestor,Manta,15,5123.994978527669,4.992029626568359,10.996669451575888,0,1
PROV-0109,Asistencia Vial Nacional #109,Abogado / gestor,Manta,17,4127.623257295958,2.5731795749458,12.238383376944547,0,1
PROV-0024,AutoCenter Premium #024,Taller mecánico,Machala,14,6007.526885807576,10.988645529215841,8.124157697191833,0,1
PROV-0195,Centro de Salud Andina #195,Clínica,Machala,27,4361.8163533828765,15.535564123319613,14.812063373511334,0,1
PROV-0033,Colisiones del Norte #033,Taller mecánico,Santo Domingo,6,5535.664831031519,13.208841686602426,17.32682089830392,0,1
PROV-0178,Centro de Salud Andina #178,Clínica,Ambato,28,5112.514341900147,15.275205324150404,11.225300555584028,0,1
PROV-0097,Clínica del Valle #097,Hospital,Riobamba,0,788.7749807802381,2.4762460677550653,10.516191032418694,0,1
PROV-0144,Asistencia 24h #144,Grúa / asistencia,Guayaquil,40,2343.898344352117,3.4247875518550135,5.346658950440444,0,1
PROV-0163,Centro Automotriz Andino #163,Taller mecánico,Manta,15,2141.4302697970356,1.3348836243607582,16.492418061847435,0,1
PROV-0022,Mecánica Express #022,Taller mecánico,Manta,3,800.9386611814845,8.088904284756593,17.170821109909394,0,1
PROV-0153,Reparaciones Rápidas #153,Taller mecánico,Guayaquil,18,3481.7652742663695,11.458031038359476,9.750154939704496,0,1
PROV-0034,Clínica Santa María #034,Clínica,Riobamba,24,5585.28404379039,3.079549713792826,4.412181086881113,0,1
PROV-0101,PeritajeEcuador #101,Perito independiente,Santo Domingo,8,5432.688495011636,8.550801597290878,12.161004907322681,0,1
PROV-0080,AutoPro Service #080,Taller mecánico,Ibarra,4,774.2665112213168,8.142249406863385,13.280042269134398,0,1
PROV-0090,Clínica Moderna #090,Clínica,Loja,25,5087.4626427253415,0.9479529356643178,0.6519700501376751,0,1
PROV-0037,Clínica Pichincha #037,Hospital,Santo Domingo,22,647.4359857886242,11.20242784432789,2.2746366631428376,0,1
PROV-0150,Centro Médico Integral #150,Clínica,Ambato,17,5399.542155113564,13.383849253956896,16.348411787437055,0,1
PROV-0021,Gestoría Legal Express #021,Grúa / asistencia,Machala,3,948.1560157784768,1.3237509296442926,6.782505754751519,0,1
PROV-0180,Asistencia Vial Nacional #180,Grúa / asistencia,Loja,13,3530.2513183865103,3.983827378165192,1.485400317817755,0,1
PROV-0039,Centro Automotriz Andino #039,Taller mecánico,Manta,36,1711.7492198275518,5.158416157948289,8.086516471106117,0,1
PROV-0155,Taller San Andrés #155,Taller mecánico,Guayaquil,28,5271.569656006535,3.796973031917383,13.806224278998465,0,1
PROV-0169,MedCenter #169,Clínica,Riobamba,4,2138.6577356312036,2.236836758379104,2.253875967727738,0,1
PROV-0065,Evaluaciones Profesionales #065,Perito independiente,Ambato,38,2265.613004133923,15.652874624550567,10.318766612052865,0,1
PROV-0189,Servicios Profesionales #189,Grúa / asistencia,Machala,25,4659.338549618337,6.953854747528325,9.21620386952776,0,1
PROV-0099,Reparaciones Rápidas #099,Taller mecánico,Riobamba,17,1691.4865131129673,10.361798942382272,6.2862772248133645,0,1
PROV-0185,TécnicosPericiales Cia. #185,Perito independiente,Machala,20,619.048530592703,7.558811162366979,10.310904981108598,0,1
PROV-0143,Hospital San Francisco #143,Hospital,Ibarra,31,4921.856934159974,0.0,13.214887640054771,0,1
PROV-0025,Pericias Técnicas SA #025,Perito independiente,Ibarra,24,2919.171455770799,8.271229116217132,19.536431412087563,0,1
PROV-0085,Centro Automotriz Andino #085,Taller mecánico,Manta,19,4714.1424589122835,4.041730387773933,9.476240682224248,0,1
PROV-0017,PeritajeEcuador #017,Perito independiente,Guayaquil,92,13463.762783843022,66.6428275084403,13.762783285449977,1,1
PROV-0086,Servicios Profesionales #086,Abogado / gestor,Guayaquil,16,5564.547549503558,3.8875080864138583,16.01033604877534,0,1
PROV-0166,Mecánica Total #166,Taller mecánico,Ibarra,6,2888.0287267280914,12.376992814988828,10.888850500466628,0,1
PROV-0162,Mecánica Total #162,Taller mecánico,Loja,7,4642.3519332643455,2.2694241721983976,4.53232782064495,0,1
PROV-0014,Evaluaciones Profesionales #014,Perito independiente,Ibarra,73,6849.193601022146,81.16556373221258,18.19009892550298,1,1
PROV-0154,Centro Automotriz Andino #154,Taller mecánico,Manta,40,5199.759728926086,12.941385715608792,10.005292872641911,0,1
PROV-0174,Expertos en Daños #174,Perito independiente,Riobamba,5,799.852475692882,1.7637325101169903,2.07989522396552,0,1
PROV-0087,Servicios Profesionales #087,Grúa / asistencia,Machala,26,2580.1873979800253,11.196441172600672,14.24039036277731,0,1
PROV-0105,Asistencia Vial Nacional #105,Farmacia,Ibarra,37,3954.274627643274,0.0,10.516961077274452,0,1
PROV-0100,Mecánica Veloz #100,Taller mecánico,Santo Domingo,11,1522.3408525301943,9.400311261070415,19.22959003961422,0,1
PROV-0073,Mecánica Total #073,Taller mecánico,Guayaquil,14,1936.6362291780804,6.4606716330884915,14.364917144270677,0,1
PROV-0096,MedExpress #096,Clínica,Manta,23,2995.90578408418,9.687832348182265,1.3695195332420045,0,1
PROV-0094,Clínica del Valle #094,Hospital,Ibarra,31,4919.068906212364,2.843132474438785,7.314809109566292,0,1
PROV-0041,Mecánica Express #041,Taller mecánico,Ibarra,21,2977.6602828924388,12.944685106469766,3.2038438435815557,0,1
PROV-0157,Grúas del Pacífico #157,Grúa / asistencia,Cuenca,24,3849.685118714927,12.057959651492784,8.235789418597687,0,1
PROV-0134,PeritajeEcuador #134,Perito independiente,Ibarra,7,793.0495711284252,12.367324210573896,16.861625712089847,0,1
PROV-0135,Taller San Andrés #135,Taller mecánico,Ibarra,22,5462.548247336133,14.975079888515799,12.659471729795868,0,1
PROV-0197,Clínica Moderna #197,Hospital,Loja,20,2863.1504915162323,0.0,10.926576426666452,0,1
PROV-0113,Centro Automotriz Andino #113,Taller mecánico,Ambato,3,585.1248344726793,11.360250129413258,16.580222423071675,0,1
PROV-0182,Colisiones del Norte #182,Taller mecánico,Ambato,37,3948.8434949201646,11.342472568435387,14.940750348686311,0,1
PROV-0064,MedCenter #064,Hospital,Loja,29,4127.306796958438,6.8114134798477775,9.61415918806523,0,1
PROV-0011,Reparaciones Rápidas #011,Taller mecánico,Loja,29,6513.69135742304,37.154600986089704,16.91487806974787,1,1
